iteration,candidate_total_value,candidate_total_weight
26763,22425,1879
26764,18535,1739
26765,19227,2111
26766,24435,2455
26767,23729,2257
26768,25177,2418
26769,21996,2460
26770,24143,2508
26771,12786,2305
26772,22956,2100
26773,20573,2529
26774,16491,2491
26775,22047,2198
26776,23021,2503
26777,19359,2516
26778,22915,2444
26779,25185,2521
26780,20072,2525
26781,18823,2061
26782,25755,2460
26783,26455,2532
26784,17604,2374
26785,23915,2387
26786,22174,2507
26787,17497,1755
26788,25356,2317
26789,25544,2513
26790,25276,2528
26791,22023,2543
26792,23185,2424
26793,24673,2219
26794,25353,2532
26795,19645,2505
26796,18432,2455
26797,20405,2542
26798,21906,2522
26799,19439,2380
26800,19520,2455
26801,22080,2344
26802,24104,2486
26803,20844,2185
26804,20556,2535
26805,21103,2531
26806,24869,2415
26807,21327,2533
26808,25543,2380
26809,22201,2517
26810,25696,2490
26811,20764,2533
26812,22329,2440
26813,24974,2499
26814,24715,2518
26815,15810,1751
26816,22503,2518
26817,20566,2535
26818,21359,2483
26819,25734,2530
26820,25544,2513
26821,12473,2524
26822,24968,2396
26823,20787,2475
26824,22596,1950
26825,22193,2145
26826,22565,2385
26827,22479,2460
26828,24867,2442
26829,21142,2131
26830,24453,2454
26831,25552,2262
26832,22520,2525
26833,25094,2525
26834,20057,2279
26835,25381,2448
26836,22638,2538
26837,20447,2519
26838,15556,2519
26839,24529,2536
26840,19556,2354
26841,24206,2490
26842,21738,2529
26843,25524,2462
26844,25463,2234
26845,21413,2078
26846,22127,2292
26847,12857,2426
26848,18493,2283
26849,21947,2470
26850,22952,2498
26851,17733,2528
26852,22619,2543
26853,19579,2503
26854,22681,2471
26855,18825,2531
26856,19955,2410
26857,24850,2470
26858,19963,2497
26859,21466,2284
26860,24763,2392
26861,23555,2542
26862,18931,2530
26863,23683,2238
26864,24865,2507
26865,25457,2351
26866,20685,2449
26867,20909,2504
26868,17895,2510
26869,21389,2539
26870,19643,1969
26871,21852,2203
26872,20980,2287
26873,22553,2402
26874,18864,2503
26875,26455,2532
26876,26202,2499
26877,21698,2499
26878,24133,2499
26879,17698,2400
26880,19732,2494
26881,24812,2534
26882,20054,2536
26883,20985,2496
26884,24536,2392
26885,24503,2507
26886,22856,2144
26887,24600,2399
26888,21878,2128
26889,22893,2510
26890,15658,2493
26891,17496,2407
26892,24514,2032
26893,24492,2502
26894,15357,2489
26895,23810,2444
26896,23539,2542
26897,18774,2506
26898,16875,2518
26899,20749,2533
26900,25567,2492
26901,13542,2483
26902,17124,1863
26903,22962,2426
26904,25524,2462
26905,22408,2337
26906,23028,2527
26907,25876,2385
26908,14250,1671
26909,18313,2520
26910,22151,2317
26911,25998,2489
26912,20552,2499
26913,25978,2498
26914,23478,2486
26915,22970,2528
26916,22924,2458
26917,16273,2495
26918,23850,2535
26919,21306,2501
26920,20180,2527
26921,23794,2538
26922,25347,2542
26923,22471,2452
26924,25417,2516
26925,18780,2439
26926,22447,2466
26927,22288,2341
26928,18958,2288
26929,25524,2480
26930,25053,2512
26931,17141,2337
26932,15178,2449
26933,20194,2433
26934,24299,2533
26935,22810,2472
26936,14417,2372
26937,24166,2355
26938,25913,2488
26939,22894,2514
26940,25455,2535
26941,19522,2534
26942,25596,2522
26943,26455,2532
26944,22410,2536
26945,19205,2507
26946,23306,2430
26947,21218,2420
26948,16976,2542
26949,25458,2333
26950,15396,2518
26951,21142,2499
26952,25685,2511
26953,19383,2526
26954,19839,2537
26955,24586,2413
26956,21366,2497
26957,21504,2302
26958,20394,2000
26959,20488,2537
26960,25664,2523
26961,17614,2533
26962,22272,2539
26963,25544,2513
26964,23692,2520
26965,20373,2503
26966,19367,1696
26967,22676,2288
26968,17582,1889
26969,18499,2526
26970,23968,2204
26971,26173,2524
26972,23704,2077
26973,22809,2471
26974,19562,2054
26975,25685,2511
26976,23367,2492
26977,19845,1909
26978,22735,2482
26979,21721,2324
26980,22615,2514
26981,20782,2539
26982,15843,2523
26983,24372,2203
26984,25599,2461
26985,17359,2543
26986,26173,2524
26987,20272,2536
26988,19962,2538
26989,22514,2530
26990,25329,2534
26991,23095,2364
26992,24804,2536
26993,23470,2352
26994,23506,2477
26995,20237,2504
26996,24930,2404
26997,24888,2447
26998,25401,2517
26999,11273,2494
27000,16328,2435
27001,25503,2468
27002,26182,2431
27003,23838,2504
27004,18867,2514
27005,17142,2541
27006,17621,2485
27007,17365,2226
27008,18385,2526
27009,23495,2504
27010,26455,2532
27011,20299,1925
27012,22433,2216
27013,19108,2483
27014,18130,2290
27015,24454,2532
27016,22954,2297
27017,24250,2207
27018,20241,1918
27019,24012,2368
27020,21531,2470
27021,15196,2527
27022,19231,2532
27023,21219,2468
27024,22509,2541
27025,25852,2504
27026,19988,2313
27027,24466,2253
27028,19039,2510
27029,23509,2478
27030,24312,2473
27031,26455,2532
27032,19490,1700
27033,21679,2530
27034,18236,2412
27035,19935,2366
27036,14795,2540
27037,22973,2405
27038,22798,2503
27039,24633,2455
27040,23194,2184
27041,24515,2463
27042,23191,2500
27043,20995,1931
27044,24156,2323
27045,18615,2519
27046,24040,2521
27047,18835,2514
27048,18355,2536
27049,26455,2532
27050,17115,2499
27051,24633,2436
27052,21971,2531
27053,20556,2502
27054,22064,2335
27055,18399,2406
27056,23334,2498
27057,18913,2506
27058,22334,2384
27059,21343,2539
27060,22519,2542
27061,24178,2422
27062,19922,2449
27063,26381,2540
27064,19607,2515
27065,17277,2364
27066,25659,2496
27067,16954,2435
27068,25882,2379
27069,16564,2523
27070,23445,2417
27071,26260,2527
27072,24658,2407
27073,23404,2510
27074,24668,2494
27075,17379,2496
27076,21874,2391
27077,25524,2462
27078,25886,2502
27079,26455,2532
27080,26207,2540
27081,16099,2478
27082,18652,2485
27083,24665,2450
27084,19492,2520
27085,26227,2500
27086,19286,2421
27087,21761,2540
27088,21779,2531
27089,22374,2457
27090,19934,1946
27091,15914,2462
27092,21561,2534
27093,22668,2535
27094,23975,2542
27095,14233,2524
27096,25105,2472
27097,23056,2326
27098,23249,2529
27099,23901,2531
27100,19217,2483
27101,19862,2480
27102,22711,2540
27103,21941,2327
27104,18028,2513
27105,24590,2487
27106,20306,2512
27107,17360,2469
27108,26260,2527
27109,25544,2513
27110,25566,2504
27111,26455,2532
27112,26455,2532
27113,21784,2505
27114,24775,2117
27115,16311,2497
27116,25675,2463
27117,25964,2540
27118,20989,2380
27119,25401,2524
27120,15961,2210
27121,25463,2234
27122,21121,2517
27123,20475,1971
27124,24114,2078
27125,25445,2448
27126,25215,2446
27127,19749,2541
27128,25548,2460
27129,18162,2507
27130,25523,2542
27131,26173,2524
27132,23871,2409
27133,14948,2478
27134,24519,2490
27135,25267,2412
27136,19414,2492
27137,16445,2541
27138,23041,2541
27139,22428,2382
27140,18366,2422
27141,24968,2385
27142,25700,2528
27143,20342,2287
27144,25070,2509
27145,16681,1830
27146,20420,2520
27147,26455,2532
27148,20825,2532
27149,18487,2510
27150,21666,2464
27151,18410,2309
27152,20396,1831
27153,16020,2348
27154,17175,2478
27155,23867,2532
27156,20041,2031
27157,24955,2444
27158,21808,2483
27159,15851,2529
27160,22669,2433
27161,21698,2217
27162,26455,2532
27163,19494,2472
27164,21863,2203
27165,17227,2542
27166,16204,2476
27167,24011,2534
27168,21615,2104
27169,18484,2236
27170,26455,2532
27171,18532,1984
27172,18759,2528
27173,23299,2539
27174,24521,2509
27175,22258,2225
27176,25655,2442
27177,20355,2093
27178,23868,2441
27179,25470,2494
27180,15610,2495
27181,22614,2247
27182,25858,2414
27183,25998,2489
27184,21368,2066
27185,22950,2539
27186,22127,2531
27187,24126,2370
27188,19766,2528
27189,24000,2413
27190,18421,2496
27191,18526,2503
27192,15280,2267
27193,23123,2431
27194,23258,2536
27195,26025,2538
27196,25691,2434
27197,20056,2476
27198,23113,2262
27199,20596,2527
27200,22167,2473
27201,20223,2099
27202,23970,2441
27203,17734,2509
27204,21311,2320
27205,25247,2378
27206,21269,2523
27207,23168,2477
27208,19960,2364
27209,19400,2357
27210,22604,2523
27211,23585,2516
27212,25896,2543
27213,22137,2534
27214,25463,2234
27215,14991,2539
27216,23849,2409
27217,25664,2523
27218,17345,2424
27219,19044,1719
27220,19865,2501
27221,23521,2502
27222,25524,2462
27223,25910,2455
27224,26161,2497
27225,23228,2500
27226,21447,2143
27227,23918,2388
27228,22997,2161
27229,20309,2475
27230,25458,2333
27231,20564,2520
27232,23236,2246
27233,17467,2543
27234,22579,2463
27235,21971,2448
27236,24520,2433
27237,14492,2288
27238,19016,2345
27239,24904,2477
27240,22141,2499
27241,24877,2374
27242,23796,2411
27243,25186,2539
27244,21979,1938
27245,25657,2516
27246,25462,2428
27247,23173,2542
27248,25457,2351
27249,21255,2020
27250,15801,2223
27251,20651,2390
27252,18374,1667
27253,23877,2400
27254,21245,2228
27255,25102,2528
27256,21838,2536
27257,18386,2522
27258,24174,2507
27259,25457,2351
27260,21479,2501
27261,25685,2511
27262,23770,2283
27263,24861,2491
27264,25886,2502
27265,17667,2385
27266,21072,2528
27267,19027,2508
27268,24809,2529
27269,23295,2519
27270,18597,2528
27271,21965,2383
27272,23213,2401
27273,23040,2293
27274,23820,2400
27275,23576,2478
27276,25462,2428
27277,22218,2229
27278,21199,2515
27279,18684,2420
27280,23780,2353
27281,26025,2538
27282,24116,2474
27283,19270,2512
27284,23653,2513
27285,25554,2343
27286,26455,2532
27287,23364,2507
27288,19834,2522
27289,23299,2539
27290,19487,2527
27291,21718,2518
27292,18394,2462
27293,25756,2473
27294,17728,2400
27295,18157,2511
27296,23034,2538
27297,25475,2189
27298,18912,2511
27299,26455,2532
27300,24138,2512
27301,21293,2535
27302,21032,2092
27303,22720,2540
27304,23091,2487
27305,21991,2500
27306,26012,2471
27307,25524,2480
27308,20622,2511
27309,26327,2517
27310,18281,2543
27311,25503,2468
27312,20661,2282
27313,15023,2541
27314,25276,2487
27315,22465,2445
27316,25524,2480
27317,23005,2530
27318,23371,2445
27319,18166,2204
27320,15502,2315
27321,20292,2539
27322,22857,2326
27323,21389,2529
27324,22876,2437
27325,16861,2357
27326,21570,2520
27327,20873,2469
27328,17528,1806
27329,26455,2532
27330,20936,2517
27331,19791,1975
27332,19731,2469
27333,19640,2482
27334,24320,2254
27335,25294,2402
27336,23354,2529
27337,19208,2531
27338,20827,2472
27339,22333,2505
27340,26455,2532
27341,20772,2531
27342,19564,2232
27343,21103,2512
27344,18937,2102
27345,26455,2532
27346,26455,2532
27347,26455,2532
27348,19231,2538
27349,22335,2119
27350,23384,2523
27351,23522,2493
27352,24324,2489
27353,22277,2515
27354,17735,2513
27355,25547,2435
27356,25157,2482
27357,23882,2466
27358,20747,2353
27359,15639,2475
27360,25079,2507
27361,20078,2509
27362,22943,2521
27363,20821,2476
27364,14793,2431
27365,25673,2306
27366,15863,2512
27367,19133,2322
27368,19140,2445
27369,18417,2268
27370,21502,2521
27371,19186,2236
27372,25559,2506
27373,20726,2515
27374,21343,2543
27375,25424,2424
27376,20183,2476
27377,18454,2312
27378,19299,2463
27379,20261,2522
27380,18872,2134
27381,21523,2532
27382,26173,2524
27383,18198,2360
27384,25503,2468
27385,17098,2432
27386,19210,2491
27387,25686,2471
27388,18208,2520
27389,23471,2536
27390,21612,2384
27391,19174,2422
27392,23242,2332
27393,19709,2531
27394,17870,2396
27395,18195,1733
27396,19521,2375
27397,23476,2364
27398,22489,2530
27399,25569,2420
27400,22847,2465
27401,17255,2534
27402,21047,2330
27403,22803,2386
27404,25225,2435
27405,22202,2364
27406,14850,2522
27407,17832,1953
27408,18657,2456
27409,21739,2537
27410,20271,2467
27411,23114,2508
27412,25501,2506
27413,25685,2522
27414,18140,2379
27415,23057,2305
27416,21257,2468
27417,14645,2465
27418,17529,2485
27419,19674,2517
27420,21586,2433
27421,22432,2397
27422,20762,2543
27423,17185,2304
27424,25731,2503
27425,23615,2542
27426,15530,1660
27427,22843,2537
27428,17885,2533
27429,24316,2536
27430,18533,2532
27431,22150,2189
27432,25512,2480
27433,20517,2500
27434,17787,2540
27435,19185,2523
27436,18703,2000
27437,24555,2464
27438,21947,2143
27439,18182,2449
27440,24526,2299
27441,16868,2431
27442,25567,2492
27443,15288,2453
27444,22530,2452
27445,20005,2188
27446,25755,2460
27447,24074,2441
27448,19902,2458
27449,24803,2460
27450,24109,2072
27451,25755,2460
27452,19223,2499
27453,18172,2409
27454,23626,2542
27455,25022,2529
27456,25107,2540
27457,21547,2213
27458,14806,2324
27459,18850,2468
27460,19240,2356
27461,21907,2507
27462,25169,2495
27463,24886,2500
27464,23579,2037
27465,16411,2510
27466,20843,2234
27467,22248,2389
27468,22767,2543
27469,23241,2324
27470,18804,2535
27471,18290,2539
27472,14092,2344
27473,25591,2470
27474,22304,2386
27475,18409,2538
27476,25978,2498
27477,22647,2542
27478,17769,2371
27479,25755,2460
27480,19400,2524
27481,20551,2529
27482,22098,2275
27483,21224,2451
27484,20436,2063
27485,26455,2532
27486,17393,2534
27487,23856,2543
27488,22431,1964
27489,25576,2357
27490,22726,2325
27491,17830,2386
27492,24274,2510
27493,25219,2543
27494,25959,2492
27495,22085,2329
27496,25755,2460
27497,25998,2489
27498,22565,2514
27499,23255,2204
27500,23617,2532
27501,19371,2491
27502,25691,2434
27503,21716,2514
27504,24005,2359
27505,24245,2262
27506,14499,2482
27507,16576,2275
27508,26455,2532
27509,20128,2517
27510,21018,2503
27511,25685,2511
27512,25567,2492
27513,22325,2533
27514,25501,2506
27515,23730,2513
27516,25789,2487
27517,20818,2536
27518,18304,2536
27519,24708,2482
27520,21893,2521
27521,17252,2532
27522,24094,2382
27523,17433,1965
27524,21062,2087
27525,18796,2424
27526,20572,2398
27527,25357,2507
27528,17867,2519
27529,19538,2459
27530,22978,2339
27531,23107,2513
27532,24269,2405
27533,16602,1643
27534,22387,2539
27535,24239,2413
27536,20189,2128
27537,24189,2456
27538,24445,2519
27539,22307,2205
27540,23030,2247
27541,21250,2347
27542,25524,2480
27543,17661,2538
27544,24108,2395
27545,25685,2522
27546,22982,2517
27547,19921,2518
27548,22511,2454
27549,13945,2467
27550,23032,2537
27551,26173,2524
27552,16728,2470
27553,20693,2526
27554,23857,2538
27555,26455,2532
27556,20457,2421
27557,19181,1976
27558,21138,2537
27559,24880,2378
27560,23294,1918
27561,20813,2165
27562,21973,2516
27563,19030,2353
27564,17587,2462
27565,20867,2130
27566,13439,2501
27567,25457,2351
27568,25503,2468
27569,23827,2246
27570,23231,2372
27571,21089,2513
27572,22861,2047
27573,20596,2468
27574,21063,2262
27575,17877,2217
27576,21399,2513
27577,21234,2520
27578,24085,2268
27579,18189,2535
27580,20434,2475
27581,22957,2531
27582,23344,2484
27583,19415,2144
27584,19842,2524
27585,16141,2486
27586,15553,2378
27587,16816,2316
27588,21830,1790
27589,15364,2516
27590,18326,2517
27591,17821,2368
27592,18265,2474
27593,19505,2406
27594,24378,2418
27595,20137,2067
27596,24673,2536
27597,17954,2514
27598,25978,2498
27599,20445,2518
27600,24468,2537
27601,17015,2210
27602,23791,2486
27603,25978,2498
27604,22644,2511
27605,23080,2373
27606,18449,2533
27607,25290,2423
27608,17320,2529
27609,17646,2535
27610,24096,2417
27611,25789,2487
27612,23196,2340
27613,21387,2147
27614,24956,2497
27615,20954,2198
27616,20239,2500
27617,22064,2412
27618,26455,2532
27619,19241,2535
27620,25913,2488
27621,22671,2513
27622,24595,2505
27623,24445,2388
27624,14839,2509
27625,25565,2472
27626,21591,2519
27627,25102,2338
27628,23376,2491
27629,24999,2429
27630,25595,2541
27631,16441,2483
27632,22158,2089
27633,22158,2543
27634,22356,2236
27635,23532,2521
27636,24214,2493
27637,24440,2516
27638,18551,2437
27639,23211,2534
27640,25641,2455
27641,19829,2478
27642,26227,2541
27643,25187,2510
27644,25785,2435
27645,19463,1834
27646,25005,2478
27647,20801,1871
27648,21195,2494
27649,22411,2505
27650,24098,2425
27651,15768,2473
27652,23266,2508
27653,24446,2444
27654,18561,2487
27655,18932,2532
27656,21695,2480
27657,23637,2512
27658,21023,2474
27659,24785,2539
27660,21578,2418
27661,25457,2351
27662,17993,1641
27663,22349,2540
27664,25458,2333
27665,20573,2538
27666,15984,2522
27667,19230,2495
27668,17071,2539
27669,24737,2525
27670,14251,2281
27671,18659,2502
27672,22340,2535
27673,16993,2537
27674,26197,2533
27675,24550,2363
27676,20945,2525
27677,24231,2458
27678,23177,2179
27679,20136,2504
27680,25463,2234
27681,26455,2532
27682,25886,2502
27683,15755,2492
27684,25158,2390
27685,22932,2495
27686,23438,2473
27687,21512,2328
27688,19331,2543
27689,19290,2450
27690,25664,2523
27691,26260,2527
27692,21332,2533
27693,16499,2511
27694,15806,2509
27695,14195,2462
27696,20751,2446
27697,20905,2536
27698,21585,2507
27699,17875,1855
27700,20763,2528
27701,13443,2532
27702,16352,2503
27703,23315,2534
27704,25567,2492
27705,17626,2541
27706,23067,2524
27707,17592,1620
27708,21074,1946
27709,24089,2246
27710,26455,2532
27711,20822,2535
27712,22379,2377
27713,25872,2473
27714,11881,2470
27715,25998,2489
27716,17466,2514
27717,25814,2486
27718,21743,2501
27719,24672,2497
27720,16641,2482
27721,21966,2468
27722,22936,2542
27723,25511,2517
27724,25685,2511
27725,20328,1772
27726,17258,2513
27727,23903,2529
27728,20411,2330
27729,20269,2031
27730,25330,2542
27731,17522,2461
27732,24278,2421
27733,17205,2461
27734,15442,2477
27735,23571,2409
27736,25198,2515
27737,17663,1873
27738,22709,2257
27739,25627,2429
27740,23132,2143
27741,26014,2526
27742,16818,2511
27743,22830,2535
27744,25468,2507
27745,23906,2428
27746,23452,2454
27747,21163,2199
27748,25596,2522
27749,23589,1968
27750,23653,2540
27751,23951,2477
27752,20895,2263
27753,26455,2532
27754,23613,2528
27755,20805,2529
27756,23233,2351
27757,25664,2523
27758,26353,2516
27759,18506,2285
27760,18501,2508
27761,24419,2281
27762,16748,2518
27763,20909,2465
27764,24620,2267
27765,26455,2532
27766,14401,1774
27767,23137,2521
27768,25655,2442
27769,20252,2232
27770,25208,2477
27771,20086,2363
27772,18949,2539
27773,18383,2510
27774,22287,2146
27775,19664,2534
27776,22335,2297
27777,23965,2498
27778,19042,2498
27779,16784,2370
27780,20221,2536
27781,26009,2506
27782,20575,2240
27783,26220,2473
27784,22051,2462
27785,22063,2445
27786,18094,2529
27787,25494,2375
27788,21212,2534
27789,13790,2311
27790,22070,2523
27791,21704,2273
27792,22913,2537
27793,25752,2532
27794,23308,2390
27795,24586,2161
27796,22377,2213
27797,21430,2336
27798,26455,2532
27799,23072,2505
27800,15478,2468
27801,20830,2473
27802,25759,2438
27803,16879,2232
27804,15657,2457
27805,25090,2522
27806,18242,2508
27807,24797,2484
27808,20800,2524
27809,17983,2519
27810,25685,2261
27811,15941,2524
27812,24292,2498
27813,25494,2375
27814,21114,2529
27815,21788,2535
27816,19761,2541
27817,24756,2521
27818,24019,2351
27819,23391,2538
27820,17328,2493
27821,20601,2541
27822,25496,2360
27823,25329,2457
27824,14584,2248
27825,26455,2532
27826,25332,2444
27827,21336,2515
27828,19605,2490
27829,22331,2536
27830,19981,1955
27831,24038,2532
27832,24724,2354
27833,24506,2493
27834,23423,2345
27835,21009,1982
27836,25368,2395
27837,25978,2498
27838,20195,2475
27839,22546,1927
27840,16315,2514
27841,16594,2500
27842,21501,2381
27843,19208,2511
27844,20263,2443
27845,20130,2424
27846,25543,2521
27847,20261,1766
27848,18540,2529
27849,23562,2516
27850,25685,2511
27851,24947,2534
27852,22825,2366
27853,22544,2509
27854,25458,2333
27855,19121,2506
27856,20172,2457
27857,24407,2385
27858,20518,2194
27859,21614,2526
27860,21822,2516
27861,24570,2454
27862,18873,2415
27863,19823,2483
27864,26455,2532
27865,22279,2261
27866,24097,2516
27867,22833,2498
27868,22638,2506
27869,18274,2534
27870,25750,2533
27871,26455,2532
27872,15757,2534
27873,24299,2402
27874,17901,2318
27875,22430,2466
27876,14557,2515
27877,21522,2514
27878,19338,2251
27879,24268,2329
27880,21998,2193
27881,19102,2530
27882,25493,2534
27883,23623,2021
27884,23755,2493
27885,25529,2425
27886,24094,2284
27887,25524,2480
27888,24211,2410
27889,17794,2506
27890,21683,2477
27891,14461,2498
27892,22676,2420
27893,22445,2480
27894,24101,2536
27895,17768,2500
27896,23698,2537
27897,16544,2487
27898,20572,2523
27899,26353,2516
27900,23629,2402
27901,22711,2528
27902,19934,2542
27903,25463,2234
27904,14851,2520
27905,25596,2522
27906,24287,2441
27907,22280,2421
27908,20402,1960
27909,24413,2537
27910,20426,2083
27911,23341,2471
27912,25731,2503
27913,22758,2508
27914,22921,2520
27915,20692,2518
27916,25746,2517
27917,22771,2318
27918,22069,2282
27919,21298,2483
27920,18722,2541
27921,25623,2449
27922,23020,2526
27923,24991,2466
27924,15804,2277
27925,14798,1720
27926,21744,2424
27927,25755,2460
27928,22148,2485
27929,24700,2417
27930,25512,2480
27931,24074,2302
27932,23530,2265
27933,17327,2201
27934,19361,2511
27935,15193,2537
27936,26455,2532
27937,22252,2309
27938,26455,2532
27939,20624,1759
27940,19756,2538
27941,18302,2257
27942,23692,2410
27943,21380,2064
27944,23259,2489
27945,25731,2503
27946,20217,2427
27947,23729,2542
27948,25304,2483
27949,23888,2321
27950,20891,2488
27951,15111,2535
27952,20270,2304
27953,23210,2304
27954,20330,2006
27955,25512,2480
27956,19331,2541
27957,21008,2355
27958,20806,2535
27959,21254,2516
27960,22135,2538
27961,23564,2392
27962,22388,2528
27963,22898,2499
27964,25886,2455
27965,23375,2543
27966,17935,1648
27967,23379,2166
27968,24036,2353
27969,18834,2405
27970,22877,2541
27971,24211,2526
27972,19783,2529
27973,25886,2502
27974,25545,2416
27975,25494,2375
27976,25108,2185
27977,19157,2491
27978,25685,2522
27979,25489,2514
27980,20181,2505
27981,25886,2502
27982,18492,2518
27983,21558,2512
27984,16345,2456
27985,25685,2522
27986,22574,2540
27987,13980,2532
27988,20468,2476
27989,25544,2513
27990,14264,2534
27991,25098,2515
27992,19153,1978
27993,17911,2516
27994,24693,2528
27995,16345,2450
27996,25596,2522
27997,20264,1569
27998,22792,2499
27999,26017,2540
28000,22977,2382
28001,21649,2357
28002,24999,2451
28003,13538,2381
28004,25793,2511
28005,19914,2522
28006,14728,1740
28007,22418,2369
28008,20822,2392
28009,24024,2530
28010,22049,2362
28011,17639,2283
28012,22190,2533
28013,23695,2518
28014,18590,1943
28015,26260,2527
28016,21697,2535
28017,20341,2510
28018,17154,1945
28019,25187,2443
28020,23422,2226
28021,16801,1907
28022,25524,2480
28023,17272,2447
28024,19476,2341
28025,21605,2050
28026,19713,2528
28027,24146,2495
28028,24166,2438
28029,24925,2507
28030,15391,2531
28031,17644,2498
28032,22701,2515
28033,26455,2532
28034,24990,2215
28035,24601,2461
28036,23588,2519
28037,25475,2189
28038,24389,2245
28039,26202,2499
28040,25596,2458
28041,18393,2525
28042,21447,2512
28043,16826,2488
28044,26455,2532
28045,23139,2496
28046,12773,2389
28047,18132,2512
28048,23536,2307
28049,20457,2494
28050,19539,2458
28051,25664,2523
28052,24631,2458
28053,26455,2532
28054,24074,2420
28055,24981,2415
28056,20937,2125
28057,22431,2490
28058,23538,2291
28059,17950,2357
28060,15264,2513
28061,20799,2535
28062,25566,2504
28063,23504,2361
28064,17647,2542
28065,25457,2351
28066,26221,2352
28067,20674,2508
28068,20760,2462
28069,17629,2029
28070,25566,2504
28071,19637,2472
28072,26455,2532
28073,23822,2519
28074,24316,2214
28075,23864,2543
28076,22419,2397
28077,24010,2485
28078,25664,2523
28079,24354,2413
28080,17984,2450
28081,21567,2064
28082,17474,2528
28083,22758,2460
28084,23519,2521
28085,16927,2442
28086,19333,2501
28087,14508,2252
28088,25566,2504
28089,23061,2344
28090,22102,1989
28091,25814,2486
28092,16471,2203
28093,20814,2380
28094,23908,2289
28095,10779,2431
28096,21966,2542
28097,16711,2507
28098,24528,2455
28099,23803,2531
28100,21204,2535
28101,20485,2535
28102,22334,2279
28103,22215,2456
28104,15849,2514
28105,22897,2507
28106,23760,2475
28107,21251,2358
28108,24371,2395
28109,22682,2226
28110,19788,2456
28111,23866,2542
28112,18119,2411
28113,16192,2525
28114,20117,2404
28115,23004,2486
28116,25978,2498
28117,21859,2447
28118,23999,2433
28119,19762,2235
28120,26260,2527
28121,22682,2318
28122,24762,2305
28123,23677,2523
28124,25599,2461
28125,25173,2424
28126,25685,2522
28127,26012,2471
28128,18572,2541
28129,21663,2294
28130,24112,2322
28131,16220,2459
28132,26455,2532
28133,20282,1847
28134,18516,2390
28135,21286,2539
28136,23500,2490
28137,21604,2534
28138,16742,2390
28139,18081,2500
28140,18730,2008
28141,21483,2350
28142,23771,2528
28143,25731,2503
28144,22330,2537
28145,20107,2216
28146,22430,2453
28147,20538,1897
28148,15308,2523
28149,25253,2509
28150,22119,2431
28151,24549,2442
28152,23777,2535
28153,23084,2474
28154,21790,2488
28155,25459,2339
28156,23700,2529
28157,22148,2312
28158,24872,2493
28159,19000,1868
28160,25267,2524
28161,15658,2351
28162,20352,2267
28163,19040,2417
28164,18195,1808
28165,20344,2512
28166,25494,2375
28167,18479,2539
28168,21880,2441
28169,24664,2359
28170,24661,2354
28171,17788,2531
28172,22943,2523
28173,21905,2181
28174,22553,2450
28175,19990,2488
28176,21322,2533
28177,18968,1943
28178,24600,2501
28179,24523,2452
28180,24146,2489
28181,19149,2150
28182,21802,2090
28183,25783,2524
28184,21881,2509
28185,21409,2450
28186,22787,2291
28187,23553,2378
28188,22886,2526
28189,20275,2050
28190,21543,2488
28191,25494,2375
28192,19975,2431
28193,16766,2323
28194,21956,2525
28195,25370,2358
28196,26455,2532
28197,14226,2397
28198,21712,2345
28199,22435,2524
28200,24632,2538
28201,20243,2490
28202,20583,2492
28203,23822,2417
28204,19834,2416
28205,15609,2524
28206,24259,2532
28207,17914,2504
28208,26202,2499
28209,25210,2512
28210,23602,2530
28211,23832,2443
28212,23326,2300
28213,21937,2543
28214,21736,2525
28215,25616,2430
28216,22725,2525
28217,22182,2470
28218,23911,2258
28219,23836,2408
28220,24094,2495
28221,23868,2474
28222,14805,1614
28223,23326,2460
28224,21942,2525
28225,22922,2222
28226,19556,2503
28227,20194,2542
28228,21667,2365
28229,24671,2375
28230,15770,2520
28231,13973,2297
28232,26329,2516
28233,22098,2363
28234,20832,2537
28235,26012,2471
28236,25685,2511
28237,21687,2208
28238,17709,2450
28239,25168,2442
28240,22950,2468
28241,23354,2223
28242,18415,2538
28243,18739,2459
28244,20266,2517
28245,16949,2460
28246,23818,2383
28247,20063,1628
28248,26455,2532
28249,19848,2388
28250,23844,2443
28251,16865,2473
28252,16974,2486
28253,20866,2539
28254,24163,2524
28255,22476,2306
28256,20951,2381
28257,12290,2285
28258,19575,2540
28259,23404,2371
28260,22184,2429
28261,19735,1901
28262,22923,2533
28263,20000,2429
28264,21582,2248
28265,26002,2529
28266,20937,2136
28267,25091,2525
28268,20236,2517
28269,15648,2511
28270,21792,2373
28271,25913,2488
28272,25755,2460
28273,20614,2278
28274,21483,2236
28275,22692,2250
28276,24345,2320
28277,24495,2534
28278,20240,2541
28279,21281,2535
28280,23281,2495
28281,19775,2236
28282,21265,2247
28283,24605,2347
28284,20224,2353
28285,23970,2526
28286,23251,2522
28287,18876,1764
28288,19536,2523
28289,25886,2502
28290,23486,2522
28291,25313,2471
28292,23127,2213
28293,22901,2524
28294,20518,2512
28295,23867,2455
28296,25888,2533
28297,26009,2506
28298,18580,2519
28299,16585,2262
28300,17692,1815
28301,14318,2501
28302,19771,1750
28303,23095,2521
28304,22126,2485
28305,25555,2517
28306,21125,2525
28307,25544,2513
28308,16995,2492
28309,21188,2520
28310,23988,2528
28311,19641,2482
28312,21623,2509
28313,14120,2504
28314,26455,2532
28315,19195,2523
